nome,duplicado_geral,duplicado_raiz,quantidade_geral,quantidade_raiz,licenca_SPDX,license_score_geral,license_score_raiz,licencas_compativeis_geral,licencas_compativeis_raiz,licencas_readme,licencas_packageJson,licencas_license,licencas_outros_arquivos,licencas_fora_da_raiz,numero_linhas
/[relax]relax/,True,False,3,1,3,94.0,100.0,False,False,1,1,1,0,2,65263
/[Famous]famous/,True,True,7,2,3,5.0,5.0,False,False,0,0,1,2,6,16740
/[gaearon]redux-devtools/,False,False,1,1,1,100.0,100.0,True,True,1,0,0,0,1,22805
/[amsul]pickadate.js/,False,False,1,1,1,99.0,100.0,True,True,1,1,1,1,1,10049
/[mozilla]BrowserQuest/,True,True,10,3,8,3.28,44.0,False,False,2,0,2,0,7,26369
/[GoogleChrome]lighthouse/,True,True,3,3,2,16.0,16.0,False,False,1,1,1,2,2,1057284
/[elastic]kibana/,True,True,240,8,232,5.0,16.0,False,False,0,0,3,6,239,1991598
/[douglascrockford]JSON-js/,False,False,1,1,0,52.73,52.73,False,False,0,0,0,1,0,307
/[FineUploader]fine-uploader/,True,True,9,2,4,11.0,16.0,False,False,1,1,1,2,8,39399
/[xing]wysihtml5/,True,True,4,2,3,5.0,5.0,False,False,0,0,1,1,4,30675
/[flightjs]flight/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,1,1,3980
/[nodejitsu]node-http-proxy/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,1,7264
/[AngularClass]angular2-webpack-starter/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,2758
/[HubSpot]tether/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,1,1,14072
/[hpneo]gmaps/,True,True,3,2,2,12.0,12.0,False,False,1,1,0,2,1,11795
/[iissnan]hexo-theme-next/,True,True,11,3,9,6.72,44.27,False,False,0,1,1,3,10,22511
/[chmln]flatpickr/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,1,1,18497
/[mozilla]metrics-graphics/,True,True,3,2,3,16.0,22.0,False,False,2,1,1,1,3,32156
/[thejameskyle]the-super-tiny-compiler/,False,False,1,1,1,50.0,50.0,True,True,1,1,1,0,0,343
/[nosir]cleave.js/,True,False,2,1,2,75.0,75.0,True,True,1,1,1,1,2,28174
/[c3js]c3/,True,False,3,1,3,80.0,100.0,True,True,1,1,1,1,3,59867
/[apple]swift-evolution/,True,True,3,3,2,11.0,11.0,False,False,0,0,2,2,0,54172
/[dangrossman]bootstrap-daterangepicker/,True,True,2,2,2,30.3,30.3,False,False,1,1,0,2,1,3309
/[shekhargulati]52-technologies-in-2016/,True,False,6,1,5,13.16,100.0,False,True,0,0,1,0,6,139690
/[seajs]seajs/,True,False,3,1,3,60.0,60.0,False,True,1,1,1,1,3,179655
/[fullcalendar]fullcalendar/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,1,57299
/[casperjs]casperjs/,True,False,3,1,3,5.0,100.0,False,True,1,1,1,1,3,16463
/[justjavac]awesome-wechat-weapp/,False,False,1,1,1,99.87,99.87,False,False,0,0,1,0,0,231
/[karpathy]convnetjs/,True,False,2,1,2,95.0,100.0,True,True,1,0,1,1,2,8710
/[Mango]slideout/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,1,1,1684
/[reactjs]react-redux/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,1,35232
/[angular]protractor/,False,False,1,1,1,96.0,100.0,True,True,0,1,1,0,1,39193
/[ducksboard]gridster.js/,False,False,1,1,1,90.0,100.0,True,True,1,1,1,0,1,7909
/[paularmstrong]normalizr/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,1,4080
/[restify]node-restify/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,1,22416
/[gaearon]react-hot-loader/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,1,24863
/[briangonzalez]jquery.adaptive-backgrounds.js/,True,False,2,1,2,66.0,100.0,True,True,1,0,0,1,2,4349
/[nswbmw]N-blog/,False,False,1,1,1,100.0,100.0,True,True,0,1,0,0,0,3666
/[nlp-compromise]compromise/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,1,51289
/[mgcrea]angular-strap/,True,False,3,1,3,16.0,100.0,False,True,1,1,1,1,3,104842
/[witheve]Eve/,True,True,5,4,5,22.0,22.0,True,True,1,1,1,4,2,17275
/[CodeSeven]toastr/,True,True,3,2,2,60.0,60.0,False,False,1,1,1,2,3,12507
/[redux-saga]redux-saga/,True,True,7,7,5,9.24,9.24,False,False,0,1,7,0,3,20477
/[thebird]Swipe/,False,False,1,1,1,91.67,91.67,True,True,1,0,1,1,0,592
/[facebook]nuclide/,True,True,22,6,12,5.0,11.0,False,False,1,1,2,4,21,523689
/[angular-app]angular-app/,True,False,2,1,2,100.0,100.0,True,True,0,0,1,0,2,23957
/[svg]svgo/,True,False,2,1,2,73.33,73.33,True,True,1,1,1,0,2,12443
/[sbstjn]timesheet.js/,True,False,2,1,1,11.0,100.0,False,True,1,0,1,1,2,848
/[zeroclipboard]zeroclipboard/,False,False,1,1,1,90.0,100.0,True,True,1,1,1,1,1,11993
/[ether]etherpad-lite/,True,False,9,1,5,21.21,73.33,False,True,1,0,1,0,9,71522
/[desandro]imagesloaded/,False,False,1,1,1,53.33,53.33,True,True,1,1,0,1,0,1588
/[rethinkdb]horizon/,True,True,3,2,2,16.0,16.0,False,False,1,0,1,1,2,16447
/[Microsoft]ChakraCore/,True,True,38,29,26,5.0,5.0,False,False,1,0,1,29,28,2374932
/[cyclejs]cyclejs/,True,False,4,1,4,16.0,100.0,False,True,1,1,1,0,4,43216
/[mleibman]SlickGrid/,True,True,4,2,3,11.0,11.0,False,False,0,0,1,2,3,14250
/[vladikoff]chromeos-apk/,False,False,1,1,1,71.43,71.43,True,True,1,1,1,0,0,409
/[huluoyang]freecodecamp.cn/,True,True,7,2,6,16.0,22.0,False,False,0,2,0,0,6,67169
/[twitter]twemoji/,True,True,3,3,2,11.0,11.0,False,False,3,2,2,3,0,9376
/[shutterstock]rickshaw/,True,True,3,2,2,100.0,100.0,True,True,1,1,1,2,3,20770
/[maxogden]art-of-node/,True,True,5,5,5,6.12,6.12,False,False,4,0,1,0,0,2647
/[dularion]streama/,True,False,3,1,3,50.0,100.0,True,True,1,0,1,1,3,97036
/[mishoo]UglifyJS2/,True,True,3,2,3,16.0,16.0,False,True,0,1,2,0,3,71737
/[geeeeeeeeek]electronic-wechat/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,2257
/[NaturalNode]natural/,True,True,6,2,4,5.0,99.57,False,True,2,1,1,1,5,973759
/[akveo]blur-admin/,True,False,2,1,2,19.51,98.21,True,True,1,0,1,1,2,20908
/[jhipster]generator-jhipster/,False,False,1,1,1,78.9,100.0,True,True,0,1,1,1,1,66469
/[taye]interact.js/,True,False,2,1,2,80.0,100.0,True,True,1,0,1,0,2,14103
/[highcharts]highcharts/,True,True,20,7,18,5.0,16.0,False,False,0,1,0,6,17,1014320
/[JedWatson]react-select/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,1,16787
/[CreateJS]EaselJS/,True,False,7,1,6,13.5,99.0,False,True,1,1,1,1,7,38853
/[plotly]plotly.js/,True,False,7,1,6,16.0,100.0,False,True,1,1,1,1,7,2424302
/[louischatriot]nedb/,True,True,3,2,2,27.0,27.0,False,False,0,1,1,0,2,21975
/[jsdoc3]jsdoc/,True,False,3,1,2,16.0,55.56,False,True,1,1,1,0,3,33317
/[aFarkas]lazysizes/,True,False,2,1,2,22.0,100.0,True,True,0,1,1,1,2,21692
/[brunch]brunch/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,1,5391
/[nightwatchjs]nightwatch/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,0,36763
/[yeoman]generator-angular/,True,True,2,2,2,16.0,16.0,True,True,1,1,0,0,0,3319
/[novus]nvd3/,True,True,2,2,2,75.9,75.9,True,True,0,1,2,1,0,49882
/[mozilla]togetherjs/,True,True,16,2,10,3.28,50.0,False,False,1,0,2,0,16,64650
/[coryhouse]react-slingshot/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,1,19117
/[breach]breach_core/,True,False,3,1,3,35.48,100.0,True,True,0,1,1,0,3,7842
/[ruanyf]es6tutorial/,True,True,4,3,2,5.0,5.0,False,False,0,0,2,1,2,25066
/[angular-fullstack]generator-angular-fullstack/,True,True,4,2,3,16.0,16.0,False,True,1,1,0,0,2,43754
/[shipyard]shipyard/,True,True,0,0,0,100.0,100.0,True,True,0,0,0,0,0,
/[greensock]GreenSock-JS/,False,False,1,1,0,97.4,97.4,False,False,1,1,0,1,1,24927
/[madrobby]keymaster/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,1,0,1609
/[Nickersoft]push.js/,True,False,2,1,1,16.0,100.0,False,True,0,1,1,1,2,1870
/[marcuswestin]store.js/,True,False,5,1,3,50.0,100.0,False,True,0,1,1,1,4,3084
/[gotwarlost]istanbul/,True,False,2,1,1,13.5,22.0,False,True,1,1,1,1,2,12497
/[square]crossfilter/,True,True,3,2,2,22.0,22.0,False,False,1,0,1,2,1,3868
/[gabrielbull]react-desktop/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,1,11234
/[metalsmith]metalsmith/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,0,4661
/[silviomoreto]bootstrap-select/,True,True,3,2,2,11.0,11.0,False,False,1,1,1,2,2,16254
/[graphql]graphql-js/,True,False,5,1,3,4.94,100.0,False,True,1,1,1,0,5,121960
/[chjj]blessed/,True,True,7,2,5,11.0,11.0,False,False,2,1,1,0,7,58711
/[evilstreak]markdown-js/,True,False,3,1,3,5.0,100.0,False,True,1,1,0,1,3,9492
/[es-shims]es5-shim/,True,True,3,3,2,50.0,50.0,False,False,0,1,1,3,0,8088
/[gnab]remark/,False,False,1,1,1,60.0,60.0,True,True,1,1,1,1,0,19927
/[stubbornella]oocss/,True,True,5,2,4,16.0,16.0,False,False,0,0,2,0,3,12955
/[Khan]KaTeX/,True,True,6,2,4,11.0,16.0,False,False,1,1,1,2,6,35275
/[summernote]summernote/,False,False,1,1,1,95.38,95.38,True,True,1,1,1,0,1,51258
/[OAI]OpenAPI-Specification/,False,False,1,1,1,23.68,99.81,True,True,1,1,1,0,1,20984
/[SeleniumHQ]selenium/,True,True,208,2,195,4.12,16.0,False,False,1,0,1,2,208,695200
/[dc-js]dc.js/,True,True,4,3,4,35.29,35.29,False,True,2,1,1,2,4,97656
/[vitalets]x-editable/,True,False,5,1,5,44.0,100.0,False,True,1,1,1,1,5,163066
/[howdyai]botkit/,True,True,9,9,6,11.0,11.0,False,False,1,0,1,8,2,75448
/[mongodb]node-mongodb-native/,True,True,10,3,7,9.18,11.0,False,False,1,1,1,2,10,264305
/[feathersjs]feathers/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,1,30244
/[reactjs]reselect/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,9948
/[thejameskyle]itsy-bitsy-data-structures/,False,False,1,1,1,50.0,50.0,True,True,1,1,1,0,0,399
/[cnodejs]nodeclub/,True,False,4,1,4,50.0,100.0,False,True,1,0,1,1,4,52253
/[reactjs]react-router-redux/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,1,1327
/[lokesh]color-thief/,False,False,1,1,1,81.82,100.0,True,True,0,1,1,0,1,9095
/[typicode]hotel/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,17428
/[Automattic]kue/,True,False,4,1,4,44.0,100.0,False,True,1,1,1,0,4,8571
/[ExactTarget]fuelux/,True,True,3,2,2,14.71,14.71,False,True,0,1,1,2,3,55837
/[GoogleChrome]chrome-app-samples/,True,True,17,2,12,5.0,16.0,False,False,0,0,1,1,16,172783
/[typekit]webfontloader/,True,True,6,2,6,44.0,89.58,False,True,1,1,1,2,6,9246
/[Laverna]laverna/,True,False,4,1,4,27.0,50.0,False,False,1,1,1,1,4,27084
/[shelljs]shelljs/,True,False,3,1,3,22.0,22.0,False,True,0,1,1,1,2,9579
/[kimmobrunfeldt]progressbar.js/,True,False,2,1,2,33.0,100.0,True,True,0,1,1,1,2,16529
/[flot]flot/,True,False,5,1,4,99.0,100.0,False,True,0,1,1,0,5,46382
/[react-toolbox]react-toolbox/,True,True,4,4,4,14.29,50.0,False,False,4,1,1,0,1,38476
/[olton]Metro-UI-CSS/,True,True,4,2,3,11.0,11.0,False,False,1,1,1,2,3,977541
/[loadfive]Knwl.js/,True,False,4,1,2,11.0,100.0,False,True,0,0,1,0,3,4162
/[dcloudio]mui/,True,False,5,1,3,33.33,100.0,False,True,0,1,1,0,5,87944
/[joemccann]dillinger/,True,False,2,1,2,98.82,100.0,True,True,1,1,1,0,2,52129
/[vuejs]vuex/,True,False,2,1,1,90.22,100.0,False,True,1,1,1,0,2,26007
/[TelescopeJS]Telescope/,True,False,2,1,2,100.0,100.0,True,True,1,1,1,0,2,16731
/[ractivejs]ractive/,True,True,4,2,3,16.0,16.0,False,False,1,1,1,2,3,67199
/[infinitered]reactotron/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,1,12113
/[jaredreich]notie/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,11174
/[LeaVerou]awesomplete/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,1,0,3183
/[jscs-dev]node-jscs/,False,False,1,1,1,17.65,100.0,True,True,0,1,1,0,1,40963
/[wenzhixin]bootstrap-table/,True,True,4,2,3,16.0,20.59,False,True,1,1,1,2,3,91897
/[Eonasdan]bootstrap-datetimepicker/,True,False,3,1,2,100.0,100.0,False,True,0,1,1,1,3,11641
/[reflux]refluxjs/,True,True,2,2,2,22.0,22.0,True,True,2,1,1,1,2,4826
/[imakewebthings]deck.js/,True,True,3,2,2,80.0,80.0,False,True,1,0,1,2,2,6743
/[auchenberg]volkswagen/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,482
/[chieffancypants]angular-loading-bar/,False,False,1,1,1,13.95,13.95,True,True,1,1,1,0,1,1869
/[js-cookie]js-cookie/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,1,1,2505
/[eligrey]FileSaver.js/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,1,0,3199
/[erikras]redux-form/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,0,107569
/[callmecavs]layzr.js/,True,True,4,4,4,11.32,11.32,False,False,4,1,0,0,0,389
/[alexwolfe]Buttons/,True,False,3,1,3,33.0,33.0,False,True,0,1,1,1,3,24389
/[aterrien]jQuery-Knob/,True,True,2,2,2,38.0,38.0,True,True,0,1,1,2,1,1735
/[datproject]dat/,False,False,1,1,1,22.0,22.0,True,True,1,1,1,0,0,11172
/[jschr]bootstrap-modal/,True,False,2,1,1,44.0,50.0,True,True,0,0,1,1,2,1590
/[qiao]PathFinding.js/,True,False,2,1,2,17.65,38.0,False,True,1,1,0,0,2,4102
/[Pixelkit]PixelKit-Bootstrap-UI-Kits/,True,True,8,3,7,5.0,11.0,False,False,3,0,0,0,8,162696
/[daniel-lundin]snabbt.js/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,1,1,4927
/[processing]p5.js/,True,False,15,1,9,6.94,22.0,False,False,0,1,1,0,15,76789
/[imsky]holder/,True,True,2,2,2,21.21,21.21,False,False,2,1,1,1,1,7044
/[jquery]sizzle/,True,True,8,2,6,16.0,16.0,False,False,0,1,1,2,7,53604
/[jonobr1]two.js/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,1,27858
/[fontello]fontello/,True,True,10,5,8,11.0,11.0,False,False,5,1,1,0,8,70494
/[liabru]matter-js/,True,True,5,4,1,9.27,9.27,False,False,2,1,1,3,3,31216
/[google]lovefield/,True,True,2,2,1,16.0,16.0,False,False,0,1,1,2,1,1634724
/[pcottle]learnGitBranching/,True,False,2,1,2,17.65,100.0,True,True,0,1,1,0,2,44768
/[needim]noty/,True,False,8,1,6,7.14,100.0,False,True,0,1,1,1,8,53563
/[NeXTs]Clusterize.js/,True,True,3,3,2,90.0,90.0,False,False,0,1,3,1,0,402
/[FormidableLabs]radium/,True,True,2,2,1,94.38,94.38,False,False,0,1,2,1,1,8165
/[chentsulin]electron-react-boilerplate/,False,False,1,1,1,97.06,97.06,True,True,1,1,1,0,0,2632
/[fengyuanchen]cropper/,True,True,3,3,2,7.27,7.27,False,False,2,1,1,2,1,30216
/[blasten]turn.js/,True,True,4,4,2,11.0,11.0,False,False,2,0,1,1,0,1559
/[dbushell]Pikaday/,True,True,4,4,4,50.0,50.0,True,True,1,1,3,2,1,4136
/[google]google-api-nodejs-client/,True,True,5,2,2,5.0,16.0,False,False,1,1,1,2,4,571644
/[sergeche]emmet-sublime/,False,False,1,1,1,100.0,100.0,True,True,0,0,1,0,1,41904
/[deepstreamIO]deepstream.io/,True,False,4,1,4,50.0,100.0,False,False,0,1,1,0,4,29061
/[leanote]leanote/,True,True,20,2,16,5.0,99.8,False,False,0,1,2,0,19,479778
/[davatron5000]Lettering.js/,False,False,1,1,1,27.0,27.0,False,False,0,0,0,1,0,343
/[tbranyen]backbone-boilerplate/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,1,1366
/[adamwdraper]Numeral-js/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,1,1,7289
/[twitter]hogan.js/,True,False,7,1,6,38.24,55.17,False,True,1,1,1,1,7,22130
/[tommoor]tinycon/,True,False,2,1,2,100.0,100.0,True,True,1,1,1,1,2,406
/[appium]appium/,True,True,5,5,2,11.0,11.0,False,False,0,1,1,4,1,43537
/[almende]vis/,True,True,8,3,5,50.0,50.0,False,False,2,1,2,3,7,121112
/[gaearon]react-dnd/,False,False,1,1,1,68.75,100.0,True,True,0,1,1,0,1,18812
/[kevana]ui-for-docker/,True,False,2,1,2,99.0,100.0,False,True,1,1,1,1,2,5478
/[woocommerce]FlexSlider/,True,True,7,3,5,16.0,16.0,False,False,2,1,1,2,7,27950
/[chalk]chalk/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,0,1417
/[recharts]recharts/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,1,0,34565
/[sockjs]sockjs-client/,False,False,1,1,1,95.93,95.93,True,True,0,1,1,1,1,17089
/[componentjs]component/,True,False,2,1,1,11.0,100.0,False,True,0,0,1,1,1,826
/[visionmedia]supertest/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,5235
/[muaz-khan]WebRTC-Experiment/,True,False,16,1,8,3.28,100.0,False,True,1,0,1,1,16,212977
/[jackmoore]colorbox/,False,False,1,1,1,92.86,92.86,True,True,1,1,1,1,0,2004
/[visionmedia]page.js/,False,False,1,1,1,100.0,100.0,True,True,1,1,0,1,0,3814
/[angular-ui]ui-grid/,True,False,2,1,1,53.33,53.33,False,True,0,1,1,1,2,413773
/[filamentgroup]tablesaw/,True,False,4,1,4,11.0,100.0,False,True,0,1,1,0,4,27602
/[HabitRPG]habitica/,True,True,9,7,7,5.0,5.0,False,False,0,0,7,0,3,612424
/[eduardolundgren]tracking.js/,True,True,2,2,1,16.0,16.0,False,False,1,1,2,1,1,107666
/[websockets]ws/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,8198
/[decosoftware]deco-ide/,True,True,6,2,4,16.0,16.0,False,False,0,0,1,2,5,49475
/[aframevr]aframe/,True,False,5,1,3,16.0,99.0,False,True,1,1,1,1,5,145490
/[bramp]js-sequence-diagrams/,True,True,6,2,5,16.0,16.0,False,True,2,1,1,1,5,11687
/[JedWatson]classnames/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,1,1,2737
/[flatiron]director/,False,False,1,1,1,100.0,100.0,True,True,1,0,1,0,1,4784
/[unconed]TermKit/,True,False,8,1,5,11.0,99.03,False,True,0,0,1,0,8,76955
/[openstf]stf/,False,False,1,1,1,80.0,100.0,True,True,0,1,1,0,1,44777
/[dieulot]instantclick/,False,False,1,1,1,100.0,100.0,True,True,0,0,1,1,0,1175
/[square]cubism/,False,False,1,1,1,95.0,95.0,True,True,1,0,1,0,0,2078
/[medialize]URI.js/,True,True,5,3,5,27.27,27.27,False,False,2,1,1,2,3,12524
/[gavinkwoe]weapp-ide-crack/,True,True,0,0,0,100.0,100.0,True,True,0,0,0,0,0,904
/[santinic]how2/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,0,2564
/[johndyer]mediaelement/,True,True,6,3,4,5.0,5.0,False,False,1,1,1,3,4,47640
/[SheetJS]js-xlsx/,True,True,4,3,3,11.0,99.81,False,False,1,1,1,2,4,143763
/[koenbok]Framer/,True,False,3,1,1,11.0,100.0,False,True,0,1,1,0,3,53859
/[bvaughn]react-virtualized/,False,False,1,1,1,99.0,99.0,True,True,1,1,1,0,0,26996
/[bendc]sprint/,False,False,1,1,1,100.0,100.0,True,True,0,0,1,1,0,1399
/[beautify-web]js-beautify/,False,False,1,1,1,96.49,100.0,True,True,1,1,1,1,1,74750
/[indexzero]http-server/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,0,3366
/[node-nock]nock/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,27597
/[umdjs]umd/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,241
/[madebymany]sir-trevor-js/,True,False,2,1,2,60.0,60.0,True,True,1,0,1,1,2,43304
/[sdc-alibaba]SUI-Mobile/,True,False,3,1,2,85.71,100.0,False,True,0,1,1,0,3,72498
/[OscarGodson]EpicEditor/,False,False,1,1,1,90.0,90.0,True,True,0,1,1,1,1,7494
/[nzakas]computer-science-in-javascript/,False,False,1,1,1,98.76,100.0,True,True,1,1,1,0,1,5007
/[OwlFonk]OwlCarousel/,True,True,0,0,0,100.0,100.0,True,True,0,0,0,0,0,
/[deployd]deployd/,True,False,7,1,5,11.0,95.56,False,True,1,1,0,0,6,48571
/[este]este/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,1,6424
/[peers]peerjs/,True,False,4,1,3,33.0,100.0,False,True,1,1,1,0,4,21622
/[showdownjs]showdown/,True,True,2,2,2,22.0,22.0,True,True,0,1,1,0,1,26412
/[infinite-scroll]infinite-scroll/,True,True,4,3,3,24.44,24.44,False,False,3,1,0,1,2,5388
/[fabien-d]alertify.js/,False,False,1,1,1,80.0,80.0,True,True,1,0,0,0,0,
/[assaf]zombie/,True,False,4,1,4,44.0,100.0,False,True,0,1,1,0,4,88637
/[simplefocus]FlowType.JS/,False,False,1,1,1,56.25,56.25,True,True,1,0,1,1,0,137
/[DataTables]DataTables/,True,True,4,2,3,16.0,95.0,False,True,1,1,1,2,3,85428
/[giakki]uncss/,True,False,2,1,2,94.0,100.0,True,True,0,1,1,0,2,6922
/[mjmlio]mjml/,False,False,1,1,1,100.0,100.0,True,True,0,0,1,0,1,9609
/[bpampuch]pdfmake/,True,False,6,1,5,35.48,100.0,False,True,1,1,1,1,6,59749
/[noraesae]perfect-scrollbar/,False,False,1,1,1,83.33,87.5,True,True,1,1,1,1,1,12943
/[segmentio]myth/,True,True,3,3,2,52.8,52.8,False,False,1,1,0,3,0,26538
/[josephg]ShareJS/,True,True,5,4,4,16.0,16.0,False,False,1,2,2,0,2,9823
/[sintaxi]harp/,False,False,1,1,1,100.0,100.0,True,True,1,1,0,0,0,9252
/[hapijs]joi/,False,False,1,1,1,22.0,22.0,True,True,0,1,1,0,0,41487
/[jhollingworth]bootstrap-wysihtml5/,True,False,2,1,2,80.0,100.0,True,True,0,0,1,0,2,16683
/[liftoff]GateOne/,True,True,20,10,13,6.8,11.0,False,False,3,0,10,2,17,135276
/[rauchg]slackin/,True,False,2,1,2,50.0,100.0,True,True,0,1,1,0,1,2901
/[aui]artTemplate/,True,False,2,1,2,99.0,100.0,True,True,0,1,1,0,2,15570
/[rendrjs]rendr/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,7383
/[derbyjs]derby/,False,False,1,1,1,100.0,100.0,True,True,1,1,0,0,0,4981
/[RubyLouvre]avalon/,True,True,2,2,2,30.56,30.56,False,False,1,1,1,1,1,46480
/[brianc]node-postgres/,False,False,1,1,1,99.0,100.0,True,True,1,1,1,0,1,8396
/[you-dont-need]You-Dont-Need-Lodash-Underscore/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,3386
/[krakenjs]kraken-js/,False,False,1,1,1,80.0,80.0,True,True,0,1,1,1,1,2351
/[rmurphey]js-assessment/,True,False,3,1,3,63.41,63.41,True,True,1,0,0,0,2,1443
/[tholman]elevator.js/,False,False,1,1,1,100.0,100.0,True,True,1,1,0,1,0,482
/[metabase]metabase/,True,True,16,9,9,5.0,6.74,False,False,3,0,8,1,13,346244
/[adambard]learnxinyminutes-docs/,True,True,5,5,5,45.95,45.95,False,False,1,0,0,4,0,583
/[Huddle]PhantomCSS/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,0,1904
/[ngbp]ngbp/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,0,0,1976
/[keeweb]keeweb/,True,True,7,3,4,12.0,13.33,False,True,1,1,2,1,6,50515
/[brave]browser-laptop/,True,True,7,3,6,50.0,50.0,False,False,0,1,3,1,5,149911
/[IonicaBizau]git-stats/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,2947
/[lovell]sharp/,True,False,16,1,13,5.0,50.0,False,True,1,1,1,0,16,21220
/[MarshallOfSound]Google-Play-Music-Desktop-Player-UNOFFICIAL-/,False,False,1,1,1,60.0,60.0,True,True,1,1,1,1,0,16005
/[vigetlabs]gulp-starter/,True,False,3,1,1,11.0,100.0,False,True,0,1,1,0,2,2271
/[moxiecode]plupload/,True,True,6,3,5,16.0,16.0,False,False,2,1,1,2,4,14998
/[syntaxhighlighter]syntaxhighlighter/,True,False,2,1,2,90.0,100.0,False,True,1,1,1,0,2,1378
/[OnsenUI]OnsenUI/,True,False,5,1,5,16.0,33.0,True,True,0,1,1,1,5,83167
/[bespokejs]bespoke/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,1,1113
/[ConnorAtherton]walkway/,False,False,1,1,1,100.0,100.0,True,True,0,1,1,1,1,484
/[date-fns]date-fns/,False,False,1,1,1,53.33,53.33,True,True,1,1,1,0,1,89426
/[fancyapps]fancyBox/,False,False,1,1,1,100.0,100.0,False,False,1,1,0,1,1,10939
/[angular-translate]angular-translate/,True,False,3,1,2,11.0,94.29,False,True,1,1,1,1,3,20639
/[mafintosh]peerflix/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,702
/[sandstorm-io]sandstorm/,True,True,28,8,23,5.0,16.0,False,False,0,0,8,1,27,86176
/[markdalgleish]stellar.js/,True,False,4,1,4,44.0,100.0,False,True,1,1,1,1,4,21105
/[mathiasbynens]jquery-placeholder/,False,False,1,1,1,99.0,99.0,True,True,1,1,1,1,0,650
/[gaearon]redux-thunk/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,0,10586
/[headjs]headjs/,True,False,3,1,3,17.65,100.0,True,True,0,1,1,1,3,24475
/[socketio]socket.io-client/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,0,1,9121
/[josdejong]mathjs/,True,True,2,2,2,7.14,7.14,False,False,1,2,1,1,1,91268
/[TalAter]UpUp/,False,False,1,1,1,100.0,100.0,True,True,1,1,1,1,1,7992
/[luis-almeida]unveil/,False,False,1,1,1,83.33,83.33,True,True,1,0,0,1,0,237
/[jimhigson]oboe.js/,True,True,4,2,4,95.0,95.0,True,True,0,1,1,0,3,215377
/[styled-components]styled-components/,True,False,2,1,2,53.33,53.33,True,True,1,1,1,0,2,31056
/[auth0]node-jsonwebtoken/,False,False,1,1,1,81.25,81.25,True,True,1,1,1,0,0,4175
/[Microsoft]Windows-universal-samples/,True,False,10,1,6,11.0,100.0,False,True,0,0,1,0,10,620313
